ft,bt,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Registration Year,Insurance_Type,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Mileage kmpl,Engine CC,seater,City
Petrol,Hatchback,61829,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,70200.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,5.0,Chennai
Petrol,Hatchback,83901,Manual,1,Maruti,Maruti Alto K10,2014,VXI,29000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,23.95,998,,Chennai
Petrol,Hatchback,33295,Manual,1,Maruti,Maruti Celerio,2014,VXI,38300.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,25.24,998,,Chennai
Petrol,Hatchback,33610,Manual,1,Maruti,Maruti Celerio,2015,VXI,41100.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,,25.24,998,,Chennai
Diesel,Sedan,95600,Manual,1,Maruti,Maruti Ciaz,2014,ZDi,61500.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,26.21,1248,5.0,Chennai
Petrol,Hatchback,20960,Manual,1,Tata,Tata Tiago,2018,1.2 Revotron XZ,51500.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,23.84,1199,5.0,Chennai
Diesel,Sedan,66000,Automatic,1,BMW,BMW 3 Series,2016,320d Luxury Line,257500.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,20.37,1995,5.0,Chennai
Petrol,Hatchback,85105,Manual,2,Hyundai,Hyundai i20,2015,Sportz 1.2,50700.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.6,1197,,Chennai
Petrol,Hatchback,44519,Manual,2,Hyundai,Hyundai EON,2016,Sportz,32200.000000000004,2016,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Child Safety Locks,Radio,21.1,814,,Chennai
Petrol,Hatchback,54024,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,57500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Chennai
Petrol,Hatchback,20027,Manual,1,Maruti,Maruti Baleno,2020,Zeta,85000.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.01,1197,5.0,Chennai
Diesel,Sedan,44000,Automatic,1,Audi,Audi A6,2019,2.0 TDI  Design Edition,370000.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,18.53,1968,5.0,Chennai
Diesel,SUV,58000,Automatic,1,Audi,Audi Q3,2014,2.0 TDI,180000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,15.73,1968,5.0,Chennai
Diesel,Sedan,67905,Manual,1,Honda,Honda Amaze,2013,VX i-DTEC,42500.0,2013,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,25.8,1498,5.0,Chennai
Petrol,Hatchback,62604,Manual,1,Maruti,Maruti Baleno,2017,Zeta,65000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.01,1197,5.0,Chennai
Diesel,MUV,120000,Manual,1,Toyota,Toyota Innova,2009,2.5 GX 7 STR BSIV,75000.0,2009,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Speakers Front,12.8,2494,7.0,Chennai
Diesel,Sedan,105781,Manual,1,Honda,Honda Amaze,2014,VX i-DTEC,45000.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,25.8,1498,5.0,Chennai
Petrol,Sedan,68724,Manual,1,Maruti,Maruti Ciaz,2017,1.4 Zeta,72000.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.73,1373,5.0,Chennai
Petrol,Hatchback,67000,Automatic,1,Maruti,Maruti Celerio,2014,VXI AT,42500.0,2014,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,23.1,998,,Chennai
Petrol,Hatchback,110273,Manual,2,Hyundai,Hyundai i10,2010,Sportz 1.2,23500.0,2010,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,20.36,1197,5.0,Chennai
Petrol,Hatchback,65628,Automatic,2,Maruti,Maruti Celerio,2016,VXI AT,43700.0,2016,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,,23.1,998,,Chennai
Petrol,Hatchback,106075,Manual,1,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,41000.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,16.47,1198,5.0,Chennai
Petrol,Hatchback,6023,Manual,1,Maruti,Maruti Ignis,2022,Alpha BSVI,73100.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.89,1197,5.0,Chennai
Petrol,Hatchback,38999,Manual,2,Tata,Tata Tiago,2018,1.2 Revotron XZ,50199.99999999999,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,23.84,1199,5.0,Chennai
Diesel,MUV,105000,Manual,1,Toyota,Toyota Innova Crysta,2018,2.4 VX MT,205000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,13.68,2393,7.0,Chennai
Diesel,SUV,7811,Automatic,1,Tata,Tata New Safari,2022,XTA Plus AT BSVI,196300.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.08,1956,7.0,Chennai
Petrol,Hatchback,58747,Manual,2,Maruti,Maruti Alto K10,2011,2010-2014 VXI,22200.000000000004,2011,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Passenger Side Rear View Mirror,,20.92,998,5.0,Chennai
Diesel,SUV,34965,Manual,1,Tata,Tata Harrier,2019,XZ BSIV,149700.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,17.0,1956,5.0,Chennai
Diesel,SUV,106360,Manual,2,Ford,Ford Ecosport,2015,1.5 DV5 MT Titanium Optional,52900.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.7,1498,5.0,Chennai
Petrol,Hatchback,162049,Manual,2,Maruti,Maruti Ritz,2010,VXi,21000.0,2010,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,,18.5,1197,,Chennai
Diesel,SUV,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2020,300d BSVI,745000.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,1950.0,241.38,,Chennai
Petrol,SUV,26000,Manual,1,Toyota,Toyota Urban cruiser,2021,Premium,97500.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,17.03,1462,5.0,Chennai
Petrol,SUV,25000,Automatic,1,Kia,Kia Seltos,2020,HTX IVT,145000.0,2020,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1497.0,113.43,,Chennai
Diesel,SUV,35000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLC,2021,220d 4MATIC,620000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1950.0,194,,Chennai
Petrol,Hatchback,57000,Manual,1,Maruti,Maruti Swift,2020,LXI,59500.0,2020,Comprehensive,Power Steering,Remote Trunk Opener,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,,21.21,1197,,Chennai
Petrol,SUV,49000,Manual,1,Hyundai,Hyundai Creta,2017,1.6 VTVT E Plus,76700.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,15.29,1591,,Chennai
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai i20,2022,Sportz BSVI,82500.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,21.0,1197,,Chennai
Petrol,Hatchback,120000,Manual,3,Hyundai,Hyundai Santro,2002,GLS I - Euro I,45000.0,2002,Third Party insurance,,,,,,,,,,1086.0,13,,Chennai
Petrol,Hatchback,40000,Automatic,3,Hyundai,Hyundai i10,2014,Sportz AT,33500.0,2014,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Day Night Rear View Mirror,Cd Player,16.95,1197,5.0,Chennai
Petrol,Hatchback,53250,Automatic,1,Honda,Honda Jazz,2015,1.2 V AT i VTEC,55800.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,19.0,1199,5.0,Chennai
Petrol,Hatchback,8848,Manual,1,Tata,Tata Tiago,2022,XT BSVI,64900.0,2022,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,19.01,1199,,Chennai
Diesel,SUV,3000,Automatic,1,Tata,Tata Harrier,2022,XZA Plus Dark Edition AT,225000.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,14.6,1956,5.0,Chennai
Petrol,Sedan,34628,Manual,1,Skoda,Skoda Rapid,2021,1.0 TSI Monte Carlo,111000.0,2021,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,18.97,999,5.0,Chennai
Petrol,Hatchback,8579,Manual,1,Maruti,Maruti Ignis,2022,Zeta BSVI,67200.0,2022,Third Party,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,20.89,1197,5.0,Chennai
Petrol,MUV,17000,Manual,1,Renault,Renault Triber,2022,RXT BSVI,67500.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,20.0,999,,Chennai
Petrol,Sedan,40021,Manual,1,Honda,Honda City,2017,i VTEC V,79500.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,17.8,1497,5.0,Chennai
Diesel,SUV,52000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2021,400d 4MATIC BSVI,112999.99999999999,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,2925.0,325.8636004200rpm,,Chennai
Petrol,Hatchback,46946,Manual,2,Hyundai,Hyundai i20,2017,Sportz 1.2,58700.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,18.6,1197,,Chennai
Petrol,Hatchback,30772,Automatic,1,Honda,Honda Jazz,2019,VX CVT,80700.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,18.2,1199,5.0,Chennai
Diesel,Hatchback,74008,Manual,1,Ford,Ford Figo,2012,Diesel Titanium,26000.0,2012,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,20.0,1399,5.0,Chennai
Diesel,Sedan,31000,Manual,1,Maruti,Maruti Swift Dzire,2017,VDI,76000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player,28.4,1248,,Chennai
Diesel,SUV,20000,Manual,1,Mahindra,Mahindra Bolero,2022,B6 BSVI,107000.0,2022,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,16.0,1493,,Chennai
Petrol,Hatchback,20000,Manual,2,Maruti,Maruti Baleno,2020,Delta,65000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,21.01,1197,,Chennai
Petrol,Hatchback,31137,Automatic,1,Maruti,Maruti S-Presso,2020,VXI Plus AT 2019-2022,52000.0,2020,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,21.7,998,,Chennai
Diesel,Sedan,90000,Manual,1,Maruti,Maruti Swift Dzire,2011,ZDi,35000.0,2011,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Fog Lights Front,Fog Lights Rear,Anti Lock Braking System,Centeral Locking,Cd Player,19.3,1248,5.0,Chennai
Petrol,SUV,77000,Manual,1,Hyundai,Hyundai Creta,2015,1.6 SX,87500.0,2015,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,15.8,1591,5.0,Chennai
Diesel,Sedan,16000,Automatic,1,BMW,BMW 3 Series GT,2019,Luxury Line,435000.0,2019,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,21.76,1995,5.0,Chennai
Diesel,SUV,23000,Automatic,1,Mahindra,Mahindra XUV500,2018,AT W6 2WD,145000.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio,16.0,2179,,Chennai
Petrol,SUV,9000,Manual,1,Mahindra,Mahindra Thar,2022,LX 4-Str Hard Top BSVI,172500.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,15.2,1997,4.0,Chennai
Petrol,Hatchback,28733,Manual,1,Datsun,Datsun RediGO,2018,T Option,30200.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,22.7,799,,Chennai
Diesel,Sedan,61828,Automatic,1,Hyundai,Hyundai Verna,2018,CRDi 1.6 AT SX Plus,106000.0,2018,Zero Dep,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,22.0,1582,5.0,Chennai
Diesel,MUV,150000,Manual,2,Toyota,Toyota Innova,2007,2.5 G (Diesel) 8 Seater BS III,60000.0,2007,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Speakers Front,12.8,2494,8.0,Chennai
Petrol,Sedan,60431,Manual,1,Tata,Tata Tigor,2022,XZ Plus BSVI,72200.0,2022,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio,19.28,1199,5.0,Chennai
Petrol,Hatchback,53269,Manual,1,Maruti,Maruti Celerio X,2018,ZXI Option BSIV,46300.0,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.63,998,5.0,Chennai
Petrol,SUV,38000,Automatic,1,MG,MG Hector,2021,Sharp DCT,177000.0,2021,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio,1451.0,141,,Chennai
Petrol,Sedan,37778,Manual,2,Honda,Honda Amaze,2019,S Petrol BSIV,62699.99999999999,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,19.5,1199,,Chennai
Petrol,Hatchback,54024,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,57500.0,2017,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.4,1197,,Chennai
Petrol,SUV,85941,Manual,2,Tata,Tata Nexon,2018,1.2 Revotron XM,65800.0,2018,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Radio,17.0,1198,,Chennai
Petrol,Hatchback,89329,Automatic,1,Maruti,Maruti Celerio X,2018,AMT ZXI BSIV,47699.99999999999,2018,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,21.63,998,,Chennai
Petrol,Hatchback,40000,Manual,2,Tata,Tata Tiago,2019,1.2 Revotron XZ,50000.0,2019,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,23.84,1199,5.0,Chennai
Petrol,Hatchback,17000,Manual,1,Maruti,Maruti Swift,2017,ZXI,65000.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player,21.21,1197,5.0,Chennai
Petrol,Hatchback,83887,Manual,1,Maruti,Maruti Ignis,2017,1.2 Delta BSIV,45500.0,2017,Comprehensive,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player,20.89,1197,,Chennai
Diesel,Hatchback,150000,Manual,1,Hyundai,Hyundai i20 Active,2015,1.4 S,47500.0,2015,Third Party insurance,Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player,21.19,1396,5.0,Chennai
