ft,km,transmission,ownerNo,oem,model,modelYear,variantName,price,Mileage kmpl,Engine CC,seater,City
Diesel,70000,Automatic,2,Jaguar,Jaguar XF,2013,2.2 Litre Luxury,170000.0,16.36,2179.0,5.0,Hyderabad
Diesel,70000,Automatic,1,Jaguar,Jaguar XF,2013,2.2 Litre Luxury,180000.0,16.36,2179.0,5.0,Hyderabad
Diesel,70000,Automatic,1,Jaguar,Jaguar XF,2013,2.2 Litre Luxury,175000.0,16.36,2179.0,5.0,Hyderabad
Petrol,22264,Manual,1,Maruti,Maruti Alto 800,2021,VXI Plus BSVI,42900.0,22.05,796.0,3.0,Hyderabad
Petrol,103763,Manual,1,Maruti,Maruti Ignis,2018,1.2 Sigma BSIV,37600.0,20.89,1197.0,3.0,Hyderabad
Diesel,109000,Automatic,1,Volvo,Volvo XC60,2012,D3 Summum,101500.0,14.7,1985.0,5.0,Hyderabad
Petrol,49043,Manual,2,Hyundai,Hyundai i10,2012,Magna,31200.0,20.36,1197.0,5.0,Hyderabad
Petrol,70666,Automatic,2,Maruti,Maruti Celerio,2017,ZXI Optional AMT BSIV,49200.0,23.1,998.0,3.0,Hyderabad
Diesel,128000,Automatic,1,Land Rover,Land Rover Range Rover Sport,2011,TDV6,370000.0,14.7,2993.0,5.0,Hyderabad
Diesel,65815,Automatic,1,Maruti,Maruti Swift Dzire,2018,AMT ZDI Plus,80000.0,28.4,1248.0,5.0,Hyderabad
Petrol,79000,Manual,1,Maruti,Maruti Alto,2010,LXi,16500.0,19.7,796.0,5.0,Hyderabad
Petrol,48580,Automatic,1,Maruti,Maruti Baleno,2020,1.2 CVT Alpha,83100.0,21.4,1197.0,5.0,Hyderabad
Petrol,44646,Manual,1,Hyundai,Hyundai i20,2018,1.2 Spotz,69100.0,18.6,1197.0,3.0,Hyderabad
Petrol,71963,Manual,1,Maruti,Maruti Wagon R,2008,LXI,17500.0,21.79,998.0,3.0,Hyderabad
Petrol,26678,Manual,2,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz BSIV,49300.0,18.9,1197.0,3.0,Hyderabad
Diesel,152000,Manual,1,Honda,Honda City,2015,i DTEC V,59900.0,26.0,1498.0,5.0,Hyderabad
Diesel,101000,Automatic,1,Ford,Ford Endeavour,2016,2.2 Titanium AT 4X2,239500.0,12.62,2198.0,7.0,Hyderabad
Diesel,41000,Manual,1,Chevrolet,Chevrolet Beat,2012,Diesel LT,32000.0,25.44,936.0,5.0,Hyderabad
Diesel,109000,Manual,1,Toyota,Toyota Fortuner,2018,2.8 2WD MT BSIV,315000.0,14.24,2755.0,7.0,Hyderabad
Diesel,83000,Manual,1,Skoda,Skoda Rapid,2017,1.5 TDI Style BSIV,82500.0,21.13,1498.0,5.0,Hyderabad
Diesel,80000,Manual,1,Maruti,Maruti Ritz,2012,LDi,37500.0,23.2,1248.0,3.0,Hyderabad
Diesel,94514,Manual,3,Maruti,Maruti Swift,2011,VDI,32300.0,22.9,1248.0,5.0,Hyderabad
Petrol,67037,Manual,1,Maruti,Maruti Swift Dzire,2015,VXI,48700.0,22.41,1197.0,3.0,Hyderabad
Diesel,120000,Manual,1,Mahindra,Mahindra Scorpio,2004,2.6 SLX,29000.0,10.5,2179.0,8.0,Hyderabad
Petrol,35540,Manual,2,Toyota,Toyota Glanza,2019,V,70900.0,22.35,1197.0,5.0,Hyderabad
Diesel,47627,Manual,1,Renault,Renault Captur,2019,1.5 Diesel Platine,98300.0,20.37,1461.0,5.0,Hyderabad
Petrol,98000,Automatic,1,Toyota,Toyota Corolla Altis,2009,1.8 VL AT,45000.0,14.53,1794.0,5.0,Hyderabad
Petrol,55943,Manual,1,Hyundai,Hyundai i20,2018,1.2 Spotz,67200.0,18.6,1197.0,3.0,Hyderabad
Diesel,71000,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 CRDi AT SX Plus,135000.0,17.01,1582.0,5.0,Hyderabad
Petrol,117924,Automatic,1,Maruti,Maruti Celerio,2018,ZXI Optional AMT BSIV,45700.0,23.1,998.0,3.0,Hyderabad
Petrol,92195,Manual,1,Maruti,Maruti Wagon R,2013,VXI BS IV,31100.0,18.9,998.0,5.0,Hyderabad
Petrol,40000,Automatic,3,Hyundai,Hyundai Sonata,2003,AT Leather,15000.0,11.0,2359.0,5.0,Hyderabad
Petrol,49009,Automatic,1,Maruti,Maruti Swift,2018,VXI AMT,62300.00000000001,22.56,1197.0,3.0,Hyderabad
Petrol,31650,Automatic,1,Kia,Kia Sonet,2020,HTK Plus Turbo DCT,109000.0,18.3,998.0,3.0,Hyderabad
Petrol,20000,Manual,1,Kia,Kia Carens,2022,Prestige Plus Turbo 2022-2023,160000.0,16.2,1353.0,7.0,Hyderabad
Petrol,70000,Manual,1,Hyundai,Hyundai i10,2009,Magna,20000.0,20.36,1197.0,5.0,Hyderabad
Diesel,39000,Automatic,1,Hyundai,Hyundai Verna,2018,CRDi 1.6 AT EX,92500.0,18.0,1582.0,5.0,Hyderabad
Petrol,10000,Automatic,1,Mahindra,Mahindra XUV300,2022,W6 AMT Sunroof NT BSVI,115000.0,16.5,1197.0,3.0,Hyderabad
Diesel,93615,Automatic,1,Hyundai,Hyundai Creta,2018,1.6 CRDi AT SX Plus,115000.0,17.01,1582.0,5.0,Hyderabad
Petrol,6400,Manual,1,Toyota,Toyota Innova Crysta,2022,2.7 VX 7 STR,255000.0,8.0,2694.0,7.0,Hyderabad
Petrol,16727,Manual,2,Maruti,Maruti Ciaz,2022,Delta BSVI,89500.0,20.65,1462.0,5.0,Hyderabad
Petrol,63334,Manual,3,Hyundai,Hyundai Creta,2019,1.6 SX,100900.0,15.8,1591.0,5.0,Hyderabad
Petrol,14000,Manual,1,Nissan,Nissan Magnite,2021,Turbo XV Premium Opt DT BSVI,105000.0,20.0,999.0,5.0,Hyderabad
Petrol,96540,Manual,1,Maruti,Maruti Ignis,2018,1.2 Delta BSIV,44100.0,20.89,1197.0,3.0,Hyderabad
Petrol,92585,Automatic,1,Toyota,Toyota Yaris,2018,J CVT,75900.0,17.8,1496.0,3.0,Hyderabad
Petrol,53861,Manual,1,Ford,Ford Ecosport,2014,1.5 Ti VCT MT Ambiente,42500.0,15.8,1499.0,3.0,Hyderabad
Petrol,65761,Manual,2,Maruti,Maruti Wagon R,2012,LXI BS IV,30600.0,18.9,998.0,5.0,Hyderabad
Diesel,67000,Manual,2,Volkswagen,Volkswagen Vento,2015,1.5 TDI Highline,60000.0,22.27,1498.0,5.0,Hyderabad
Diesel,122100,Manual,2,Jeep,Jeep Compass,2018,2.0 Limited,138500.0,17.1,1956.0,5.0,Hyderabad
Diesel,53873,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT ZDI,73600.0,28.4,1248.0,5.0,Hyderabad
Diesel,60000,Manual,1,Maruti,Maruti Vitara Brezza,2019,ZDi,84000.0,24.3,1248.0,5.0,Hyderabad
Diesel,89197,Manual,2,Maruti,Maruti Swift,2013,VDI,42600.0,22.9,1248.0,5.0,Hyderabad
Petrol,30000,Manual,1,Datsun,Datsun RediGO,2020,A,30500.0,22.7,799.0,3.0,Hyderabad
Petrol,70000,Manual,1,Hyundai,Hyundai i20,2018,1.2 Spotz,62900.0,18.6,1197.0,3.0,Hyderabad
Petrol,28700,Automatic,1,Maruti,Maruti Baleno,2021,Zeta CVT,86900.0,19.56,1197.0,5.0,Hyderabad
Petrol,20000,Automatic,2,Volkswagen,Volkswagen Virtus,2022,Topline AT BSVI,185000.0,18.12,999.0,5.0,Hyderabad
Petrol,91629,Manual,1,Hyundai,Hyundai i10,2012,Asta,30000.0,20.36,1197.0,5.0,Hyderabad
Diesel,30000,Manual,1,Ford,Ford Freestyle,2021,Titanium Diesel,85000.0,23.8,1499.0,5.0,Hyderabad
Petrol,7058,Manual,1,Maruti,Maruti Baleno,2022,Alpha,87000.0,21.01,1197.0,5.0,Hyderabad
Diesel,86500,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT ZDI,77500.0,28.4,1248.0,5.0,Hyderabad
Petrol,76438,Manual,2,Honda,Honda Amaze,2015,S i-Vtech,41600.0,18.0,1198.0,3.0,Hyderabad
Petrol,24489,Manual,2,Hyundai,Hyundai Creta,2017,1.6 VTVT SX Plus,102500.0,13.0,1591.0,5.0,Hyderabad
Petrol,20000,Automatic,1,Maruti,Maruti Swift,2022,VXI AMT BSVI,79000.0,22.56,1197.0,3.0,Hyderabad
Diesel,110600,Manual,1,Hyundai,Hyundai Verna,2017,1.6 CRDI SX Option,85500.0,23.9,1582.0,5.0,Hyderabad
Petrol,63840,Manual,2,Maruti,Maruti Baleno,2019,1.2 Delta,64900.0,21.4,1197.0,3.0,Hyderabad
Petrol,74000,Manual,1,Hyundai,Hyundai i10,2009,Magna,23000.0,20.36,1197.0,5.0,Hyderabad
Petrol,21314,Manual,1,Tata,Tata Tiago,2021,XT BSVI,59900.0,19.01,1199.0,3.0,Hyderabad
Diesel,40007,Automatic,1,Hyundai,Hyundai Verna,2017,CRDi 1.6 AT EX,90000.0,18.0,1582.0,5.0,Hyderabad
Diesel,89997,Manual,2,Maruti,Maruti Swift Dzire,2015,VDI,62200.0,26.59,1248.0,3.0,Hyderabad
Petrol,64736,Manual,1,Honda,Honda Brio,2014,S MT,36200.0,19.4,1198.0,3.0,Hyderabad
Diesel,105000,Automatic,1,Audi,Audi Q3,2013,35 TDI Quattro Premium Plus,129500.0,15.73,1968.0,5.0,Hyderabad
Petrol,40687,Manual,1,Maruti,Maruti SX4 S Cross,2020,Alpha,96400.0,18.55,1462.0,5.0,Hyderabad
Petrol,33000,Automatic,2,Ford,Ford Fiesta,2012,Style AT,39500.0,16.97,1499.0,5.0,Hyderabad
Petrol,57000,Automatic,1,Maruti,Maruti Celerio,2016,VXI AT,46000.0,23.1,998.0,3.0,Hyderabad
Diesel,120000,Manual,2,Toyota,Toyota Innova,2006,2.5 G1 Diesel 8-seater,40000.0,12.8,2494.0,8.0,Hyderabad
Diesel,88000,Manual,1,Kia,Kia Seltos,2019,HTX Plus Diesel,132500.0,20.8,1493.0,5.0,Hyderabad
Petrol,80000,Manual,3,Hyundai,Hyundai i10,2009,Sportz 1.2,21500.0,20.36,1197.0,5.0,Hyderabad
Petrol,49500,Manual,1,Hyundai,Hyundai Venue,2020,SX Turbo iMT,105000.0,18.0,998.0,3.0,Hyderabad
Petrol,15985,Manual,1,Renault,Renault KWID,2020,1.0 RXL BSVI,46500.0,21.46,999.0,3.0,Hyderabad
Petrol,85871,Manual,2,Honda,Honda City,2015,i VTEC V,57400.0,17.4,1497.0,5.0,Hyderabad
Petrol,73665,Manual,1,Hyundai,Hyundai i10,2012,Sportz,29500.0,20.36,1197.0,5.0,Hyderabad
Petrol,31614,Automatic,1,Land Rover,Land Rover Range Rover,2020,3.0 Petrol LWB Vogue SE BSIV,260000.0,13.33,2995.0,5.0,Hyderabad
Petrol,70380,Manual,1,Tata,Tata Tigor,2021,XZ Plus BSVI,70700.0,19.28,1199.0,5.0,Hyderabad
Petrol,73202,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,60500.0,18.6,1197.0,5.0,Hyderabad
Petrol,80000,Automatic,1,Honda,Honda Amaze,2016,S CVT Petrol,56500.0,18.3,1199.0,3.0,Hyderabad
Diesel,58006,Manual,1,Maruti,Maruti Swift,2017,VDI Optional,60800.0,25.2,1248.0,3.0,Hyderabad
Petrol,64000,Automatic,1,Maruti,Maruti Swift,2019,AMT VXI,72500.0,21.21,1197.0,3.0,Hyderabad
Petrol,50670,Manual,2,Honda,Honda Brio,2014,S MT,36900.0,19.4,1198.0,3.0,Hyderabad
Petrol,41058,Automatic,2,Hyundai,Hyundai Santro,2020,Sportz AMT,50800.0,20.3,1086.0,3.0,Hyderabad
Diesel,120000,Manual,1,Renault,Renault Duster,2013,85PS Diesel RxE,36000.0,20.45,1461.0,5.0,Hyderabad
Petrol,56367,Manual,2,Maruti,Maruti Wagon R Stingray,2014,VXI,39900.0,20.51,998.0,5.0,Hyderabad
Petrol,41000,Manual,1,Hyundai,Hyundai Venue,2019,S Turbo,92000.0,18.27,998.0,3.0,Hyderabad
Petrol,40000,Manual,1,Hyundai,Hyundai i20,2019,Sportz Plus BSIV,74000.0,18.6,1197.0,5.0,Hyderabad
Petrol,16000,Automatic,1,Hyundai,Hyundai Grand i10,2016,Magna AT,62500.0,18.9,1197.0,3.0,Hyderabad
Petrol,69900,Automatic,1,Maruti,Maruti Celerio,2016,ZXI AT Optional,45000.0,23.1,998.0,3.0,Hyderabad
Petrol,120000,Manual,1,Honda,Honda City,2016,i VTEC VX Option,65000.0,17.8,1497.0,5.0,Hyderabad
Petrol,95000,Manual,1,Tata,Tata Tiago,2016,1.2 Revotron XZ,45000.0,23.84,1199.0,5.0,Hyderabad
Diesel,35000,Automatic,1,Audi,Audi A3,2018,35 TDI Premium Plus,244500.0,20.38,1968.0,5.0,Hyderabad
Petrol,66000,Automatic,1,Honda,Honda City,2014,i VTEC CVT SV,67500.0,18.0,1497.0,3.0,Hyderabad
Diesel,67905,Manual,1,Maruti,Maruti Ciaz,2016,VDi Plus SHVS,65199.99999999999,28.09,1248.0,3.0,Hyderabad
Petrol,19348,Manual,1,Hyundai,Hyundai Santro,2019,Sportz BSIV,49600.0,20.3,1086.0,3.0,Hyderabad
Petrol,35000,Manual,1,Honda,Honda Amaze,2017,S i-VTEC,65000.0,17.8,1198.0,3.0,Hyderabad
Petrol,30811,Manual,1,Hyundai,Hyundai Verna,2017,1.6 SX VTVT,78900.0,17.01,1591.0,5.0,Hyderabad
Petrol,73227,Manual,2,Maruti,Maruti Celerio X,2019,ZXI,45800.0,21.63,998.0,3.0,Hyderabad
Diesel,80000,Manual,2,Tata,Tata Manza,2010,Aura Plus Quadrajet BS IV,20000.0,19.0,1248.0,3.0,Hyderabad
Petrol,90184,Manual,1,Honda,Honda Brio,2012,V MT,31100.0,19.4,1198.0,5.0,Hyderabad
Petrol,30000,Manual,1,Maruti,Maruti SX4 S Cross,2021,Zeta,100000.0,18.55,1462.0,5.0,Hyderabad
Petrol,66039,Manual,1,Hyundai,Hyundai Verna,2016,1.6 SX VTVT,61300.0,17.01,1591.0,5.0,Hyderabad
Diesel,120000,Manual,2,Hyundai,Hyundai Xcent,2017,1.2 CRDi E Plus,39000.0,25.4,1186.0,3.0,Hyderabad
Petrol,89205,Manual,2,Honda,Honda City,2013,V MT,51700.0,16.8,1497.0,5.0,Hyderabad
Petrol,50000,Manual,1,Hyundai,Hyundai Venue,2020,SX Sport iMT,99900.0,18.0,998.0,3.0,Hyderabad
Petrol,80000,Automatic,1,Maruti,Maruti Baleno,2018,1.2 CVT Alpha,74000.0,21.4,1197.0,5.0,Hyderabad
Diesel,29000,Manual,1,MG,MG Hector,2020,Smart Diesel MT,165000.0,17.41,1956.0,5.0,Hyderabad
Diesel,90000,Automatic,1,BMW,BMW X1,2012,sDrive20d,132000.0,17.05,1995.0,5.0,Hyderabad
Diesel,120000,Manual,1,Tata,Tata Manza,2011,Aura (ABS) Quadrajet BS IV,22000.0,21.12,1248.0,5.0,Hyderabad
Diesel,100000,Manual,2,Fiat,Fiat Avventura,2015,MULTIJET Emotion,42000.0,20.5,1248.0,5.0,Hyderabad
Petrol,56962,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,55000.0,21.4,1197.0,5.0,Hyderabad
Diesel,90000,Automatic,1,Skoda,Skoda Rapid,2015,1.5 TDI AT Elegance Plus,55000.0,21.66,1498.0,5.0,Hyderabad
Petrol,101739,Manual,1,Volkswagen,Volkswagen Polo,2018,1.0 MPI Comfortline,50199.99999999999,17.74,999.0,5.0,Hyderabad
Petrol,69049,Manual,1,Tata,Tata Tiago,2019,XZ Plus,55199.99999999999,23.84,1199.0,5.0,Hyderabad
Diesel,110000,Manual,1,Maruti,Maruti Vitara Brezza,2018,ZDi,83000.0,24.3,1248.0,5.0,Hyderabad
Petrol,56242,Manual,1,Honda,Honda Amaze,2017,VX Petrol BSIV,57900.0,19.5,1199.0,5.0,Hyderabad
Diesel,124281,Manual,1,Mahindra,Mahindra XUV500,2018,W10 1.99 mHawk,121500.0,16.0,1997.0,7.0,Hyderabad
Petrol,38000,Manual,1,Hyundai,Hyundai Venue,2019,SX Opt Turbo,95000.0,18.27,998.0,5.0,Hyderabad
Diesel,84249,Manual,1,Mahindra,Mahindra Scorpio,2018,S5,102100.0,2179.0,136.78,3.0,Hyderabad
Diesel,45000,Automatic,1,BMW,BMW 3 Series,2018,320d Sport,259500.0,22.69,1995.0,5.0,Hyderabad
Petrol,122117,Manual,2,Maruti,Maruti Swift Dzire,2013,VXI,42100.0,22.41,1197.0,3.0,Hyderabad
Diesel,108632,Manual,1,Ford,Ford Ecosport,2019,1.5 Diesel Titanium Plus BSIV,87000.0,23.0,1498.0,5.0,Hyderabad
Diesel,10700,Automatic,1,BMW,BMW 5 Series,2017,520d M Sport,450000.0,18.12,1995.0,5.0,Hyderabad
Diesel,116988,Manual,1,Ford,Ford Ecosport,2017,1.5 TDCi Titanium BSIV,67700.0,22.77,1498.0,5.0,Hyderabad
Petrol,60000,Automatic,1,Honda,Honda City,2014,i VTEC CVT VX,72500.0,18.0,1497.0,5.0,Hyderabad
Diesel,120000,Manual,1,Honda,Honda Amaze,2018,VX i DTEC,65000.0,25.8,1498.0,5.0,Hyderabad
Diesel,92000,Manual,1,Hyundai,Hyundai Creta,2016,1.6 CRDi SX,98000.0,19.67,1582.0,5.0,Hyderabad
Diesel,80000,Manual,1,Mahindra,Mahindra Marazzo,2019,M2 BSIV,110000.0,17.3,1497.0,3.0,Hyderabad
Cng,90000,Manual,2,Toyota,Toyota Corolla Altis,2009,1.8 G CNG,29000.0,14.53,1798.0,5.0,Hyderabad
Diesel,110000,Manual,2,Skoda,Skoda Fabia,2014,1.2L Diesel Elegance,35000.0,20.86,1199.0,5.0,Hyderabad
Petrol,70000,Manual,1,Nissan,Nissan Micra,2011,XE,29000.0,18.06,1198.0,5.0,Hyderabad
Diesel,72761,Manual,1,Tata,Tata Tiago,2018,1.05 Revotorq XZ,59000.0,27.28,1047.0,5.0,Hyderabad
Petrol,72473,Manual,1,Hyundai,Hyundai i10,2013,Magna,29900.000000000004,20.36,1197.0,5.0,Hyderabad
Petrol,18030,Manual,1,Maruti,Maruti Brezza,2022,Zxi BSVI,125200.0,19.89,1462.0,5.0,Hyderabad
Diesel,63000,Manual,1,Honda,Honda Amaze,2018,V Diesel BSIV,87500.0,27.4,1498.0,3.0,Hyderabad
Petrol,40404,Automatic,1,Honda,Honda Jazz,2016,1.2 S AT i VTEC,55000.0,19.0,1199.0,3.0,Hyderabad
Petrol,96407,Automatic,1,Honda,Honda City,2018,i-VTEC CVT ZX,97000.0,18.0,1497.0,5.0,Hyderabad
Petrol,20000,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Asta,59000.0,18.9,1197.0,5.0,Hyderabad
Petrol,53456,Manual,1,Honda,Honda City,2017,i VTEC V,77100.0,17.8,1497.0,5.0,Hyderabad
Petrol,91603,Manual,2,Maruti,Maruti Alto 800,2016,LXI,25700.0,22.05,796.0,3.0,Hyderabad
Petrol,28246,Manual,1,Toyota,Toyota Glanza,2021,G,76700.0,22.35,1197.0,5.0,Hyderabad
Diesel,171000,Manual,3,Renault,Renault Scala,2013,Diesel RxZ,26000.0,21.64,1461.0,5.0,Hyderabad
Petrol,30224,Manual,1,Tata,Tata Tiago,2021,XT BSVI,58099.99999999999,19.01,1199.0,3.0,Hyderabad
Diesel,70000,Manual,1,Honda,Honda City,2017,i-DTEC V,102500.0,25.6,1498.0,5.0,Hyderabad
Diesel,120000,Manual,3,Hyundai,Hyundai i20,2013,Asta 1.4 CRDi,40000.0,21.27,1396.0,5.0,Hyderabad
Diesel,120000,Manual,2,Maruti,Maruti Vitara Brezza,2017,ZDi,75000.0,24.3,1248.0,5.0,Hyderabad
Diesel,80000,Manual,2,Skoda,Skoda Rapid,2020,1.5 TDI Ambition BSIV,100000.0,21.13,1498.0,5.0,Hyderabad
Petrol,49000,Automatic,1,Skoda,Skoda Octavia,2019,1.8 TSI AT L K,215000.0,15.1,1798.0,5.0,Hyderabad
Petrol,70000,Manual,1,Hyundai,Hyundai i20,2019,Petrol Spotz,66000.0,18.6,1197.0,3.0,Hyderabad
Diesel,85838,Manual,1,Ford,Ford Ecosport,2014,1.5 DV5 MT Titanium,66200.0,22.7,1498.0,5.0,Hyderabad
Petrol,68000,Manual,1,Nissan,Nissan Micra Active,2016,XV,39500.0,19.69,1198.0,3.0,Hyderabad
Petrol,38607,Automatic,2,Maruti,Maruti Celerio,2018,ZXI Optional AMT BSIV,51400.0,23.1,998.0,3.0,Hyderabad
Petrol,48934,Automatic,2,Hyundai,Hyundai i20,2019,Asta Option CVT BSIV,77200.0,17.4,1197.0,5.0,Hyderabad
Petrol,73000,Manual,1,Hyundai,Hyundai i20,2018,Petrol Spotz,68000.0,18.6,1197.0,3.0,Hyderabad
Petrol,31933,Manual,2,Maruti,Maruti Alto 800,2014,LXI,25400.0,22.05,796.0,3.0,Hyderabad
Petrol,54959,Manual,1,Maruti,Maruti Wagon R,2013,VXI BS IV,31100.0,18.9,998.0,5.0,Hyderabad
Diesel,49000,Automatic,1,Jaguar,Jaguar XF,2014,3.0 Litre S Premium Luxury,215000.0,14.74,2993.0,5.0,Hyderabad
Petrol,59261,Automatic,1,Honda,Honda City,2017,i VTEC CVT VX,101500.0,18.0,1497.0,5.0,Hyderabad
Diesel,42000,Automatic,1,Audi,Audi A3,2019,35 TDI Technology,285000.0,20.38,1968.0,5.0,Hyderabad
Petrol,73889,Manual,1,Maruti,Maruti Swift,2014,VXI,46100.0,22.38,1197.0,3.0,Hyderabad
Petrol,44363,Manual,2,Renault,Renault KWID,2019,RXT,37200.0,22.3,799.0,3.0,Hyderabad
Diesel,54000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2011,E250 CDI Avantgarde,145000.0,14.21,2143.0,5.0,Hyderabad
Petrol,50151,Manual,1,Hyundai,Hyundai Verna,2017,1.6 SX VTVT,80300.0,17.01,1591.0,5.0,Hyderabad
Lpg,120000,Manual,1,Hyundai,Hyundai Santro Xing,2010,GLS LPG,22000.0,13.45,1086.0,5.0,Hyderabad
Diesel,92000,Automatic,1,Volvo,Volvo S60,2012,D5 Summum,115000.0,13.2,2400.0,5.0,Hyderabad
Diesel,51000,Automatic,1,Jaguar,Jaguar XF,2017,2.0 Diesel Portfolio,299500.0,19.33,1999.0,5.0,Hyderabad
Petrol,70000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2018,43 AMG Coupe,695000.0,8.9,2996.0,5.0,Hyderabad
Petrol,72253,Manual,1,Hyundai,Hyundai Venue,2019,SX Turbo BSIV,90000.0,18.27,998.0,5.0,Hyderabad
Diesel,51757,Manual,1,Mahindra,Mahindra XUV500,2015,R W10 FWD,140000.0,16.0,2179.0,7.0,Hyderabad
Petrol,46000,Manual,1,Chevrolet,Chevrolet Beat,2012,LS,29500.0,18.6,1199.0,5.0,Hyderabad
Diesel,24648,Manual,1,Tata,Tata Harrier,2022,XZ BSVI,196500.0,16.35,1956.0,5.0,Hyderabad
Petrol,61201,Manual,1,Maruti,Maruti Wagon R,2013,LXI BS IV,30600.0,20.51,998.0,3.0,Hyderabad
Diesel,23000,Manual,1,Tata,Tata Harrier,2021,XZ BSVI,201500.0,16.35,1956.0,5.0,Hyderabad
Petrol,46563,Manual,2,Maruti,Maruti Wagon R,2016,VXI BS IV,36600.0,20.51,998.0,3.0,Hyderabad
Petrol,41085,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,64500.0,18.6,1197.0,5.0,Hyderabad
Diesel,90000,Manual,1,Ford,Ford Figo,2010,Diesel Titanium,29900.000000000004,20.0,1399.0,5.0,Hyderabad
Petrol,50260,Manual,1,Hyundai,Hyundai i20,2013,Magna,42300.00000000001,18.5,1197.0,5.0,Hyderabad
Petrol,55000,Manual,1,Ford,Ford Figo,2010,Petrol ZXI,29500.0,15.6,1196.0,5.0,Hyderabad
Petrol,107913,Manual,2,Maruti,Maruti Celerio,2014,ZXI,32800.0,25.24,998.0,3.0,Hyderabad
Petrol,52858,Manual,1,Maruti,Maruti Swift,2017,VXI,56500.0,22.38,1197.0,3.0,Hyderabad
Diesel,50000,Automatic,1,BMW,BMW 3 Series,2014,GT 320d Luxury Line,225000.0,19.59,1995.0,5.0,Hyderabad
Petrol,41832,Manual,2,Renault,Renault KWID,2016,1.0 RXT Optional,29900.000000000004,23.01,999.0,3.0,Hyderabad
Petrol,61000,Manual,1,Datsun,Datsun GO,2014,T BSIV,29900.000000000004,20.63,1198.0,3.0,Hyderabad
Diesel,136700,Automatic,1,Skoda,Skoda Laura,2012,2.0 TDI AT L and K,49000.0,17.0,1968.0,5.0,Hyderabad
Petrol,44000,Manual,1,Maruti,Maruti Ritz,2011,VXi,34000.0,18.5,1197.0,3.0,Hyderabad
Petrol,40000,Automatic,3,Hyundai,Hyundai Sonata,2003,AT Leather,15000.0,11.0,2359.0,5.0,Hyderabad
Petrol,45430,Automatic,1,Renault,Renault Triber,2021,RXL EASY-R AMT,65000.0,18.2,999.0,3.0,Hyderabad
Petrol,10000,Automatic,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Highline AT BSVI,165000.0,18.41,999.0,5.0,Hyderabad
Petrol,50000,Manual,1,Nissan,Nissan Magnite,2021,XL BSVI,75000.0,18.75,999.0,3.0,Hyderabad
Diesel,89178,Manual,1,Mahindra,Mahindra XUV500,2015,W6 1.99 mHawk,70000.0,16.0,1997.0,3.0,Hyderabad
Petrol,52507,Manual,1,Maruti,Maruti Swift,2014,VXI,46600.0,22.38,1197.0,3.0,Hyderabad
Petrol,47495,Manual,1,Volkswagen,Volkswagen Ameo,2019,1.0 MPI Comfortline,58700.0,19.44,999.0,3.0,Hyderabad
Petrol,50000,Manual,2,Datsun,Datsun RediGO,2017,T,22000.0,22.7,799.0,3.0,Hyderabad
Petrol,89899,Automatic,1,Maruti,Maruti Swift,2019,ZXI Plus AMT,67700.0,22.56,1197.0,5.0,Hyderabad
Petrol,39992,Manual,2,Renault,Renault KWID,2017,1.0 RXT,33400.0,23.01,999.0,3.0,Hyderabad
Lpg,80000,Manual,2,Maruti,Maruti Wagon R,2009,LXI DUO BSIII,15000.0,17.3,1061.0,5.0,Hyderabad
Petrol,89791,Manual,1,Maruti,Maruti Wagon R,2013,VXI BS IV,31500.0,18.9,998.0,5.0,Hyderabad
Petrol,83000,Manual,1,Maruti,Maruti Wagon R,2006,PRIMEA,11500.0,18.9,998.0,5.0,Hyderabad
Petrol,114071,Manual,2,Hyundai,Hyundai Grand i10,2015,Sportz,38900.0,18.9,1197.0,3.0,Hyderabad
Petrol,66445,Manual,2,Maruti,Maruti Wagon R,2015,VXI BS IV,34700.0,20.51,998.0,3.0,Hyderabad
Petrol,30000,Automatic,1,Volkswagen,Volkswagen Taigun,2021,1.0 TSI Highline AT BSVI,145000.0,18.41,999.0,5.0,Hyderabad
Diesel,96615,Manual,1,Honda,Honda WR-V,2018,i-DTEC VX,80000.0,25.5,1498.0,5.0,Hyderabad
Diesel,60000,Manual,1,Kia,Kia Seltos,2020,HTX Plus Diesel,155000.0,20.8,1493.0,5.0,Hyderabad
Diesel,120000,Manual,2,Maruti,Maruti Swift Dzire,2016,LDI,35000.0,23.4,1248.0,5.0,Hyderabad
Diesel,90000,Manual,2,Hyundai,Hyundai Xcent,2016,1.1 CRDi S,32000.0,24.4,1120.0,3.0,Hyderabad
Diesel,24001,Manual,1,Jeep,Jeep Compass,2021,2.0 Limited 4X4,300000.0,16.3,1956.0,5.0,Hyderabad
